codigo eusan;nombre cliente;nombre del producto;nombre del estante;codigo de barras
6-20-0-3217;ALIMENTOS JACKS DE CENTROAMERICA S.A;SNACK MIX  MENEITOS SUPER TWISTER 110G;;14834
6-20-0-2699;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROQUES ACEITE DE OLIVA Y AJO 200G/ COD 032616;;14838
6-0-0-643;ALIMENTOS JACKS DE CENTROAMERICA S.A;SORB CHOCOLATE 28G/ COD 10387;;14841
6-0-0-388;ALIMENTOS JACKS DE CENTROAMERICA S.A;SORBETICO FRESA 28G / COD 010386;;14843
4-4-0-4655;ALIMENTOS JACKS DE CENTROAMERICA S.A;18 PACK SORBETICO / COD 33240;;14990
6-0-2-113;ALIMENTOS JACKS DE CENTROAMERICA S.A;YUQUITAS LILIANA 65G / COD PRODUCTO 10403;;15116
6-20-0-3053;ALIMENTOS JACKS DE CENTROAMERICA S.A;CEREAL FUSION CHOKOS POFFIS G/ COD11649 ;;15122
2-2-0-4718;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA GRANEL AZUL;;15167
2-1-0-4719;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA A GRANEL AMARILLA;;15168
6-20-0-1799;ALIMENTOS JACKS DE CENTROAMERICA S.A;SORB CAJETA 28G 155MM/ COD 10392;;15479
6-0-0-3453;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES DOS QUESOS SIN PESO/ COD 032823;;15961
6-0-0-3886;ALIMENTOS JACKS DE CENTROAMERICA S.A;TAPAS CANELA ZEN SIN PESO/ COD 032969;;16588
6-20-0-5123;ALIMENTOS JACKS DE CENTROAMERICA S.A;CEREAL FUSION CHOKOS POFFIS 500 / COD 33312;;16799
6-20-0-3451;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES DOS QUESOS 200G/ COD 032821;;16830
2-2-0-5140;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA 86CM X 130CM MEZCLAS;;16852
4-4-0-5168;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA SORBETICO CHOCOS 12 PACK 300G/ COD 033355;;17077
4-0-0-829;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA 3 PACK FIESTERO 310G 06487/ COD 11344;;18083
6-0-0-2165;ALIMENTOS JACKS DE CENTROAMERICA S.A;TWISTER QUESO 75G / COD 10427;;18349
6-20-0-2889;ALIMENTOS JACKS DE CENTROAMERICA S.A;TWISTERS ARDIENTE 75G / COD 10426;;19393
4-4-0-5717;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA SORBETICO SURTIDO CEREALES 12 PACK 300G;;19816
2-1-0-5783;ALIMENTOS JACKS DE CENTROAMERICA S.A;bolsa 30 pack/ cereales 45.9 x 46 07163;;19948
6-20-0-2701;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES ACEITE DE OLIVA Y AJO 100G/ COD 032617;;20300
6-20-0-2702;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES ACEITE DE OLIVA Y AJO SIN PESO/ COD 032618;;20301
4-0-0-3121;ALIMENTOS JACKS DE CENTROAMERICA S.A;GALLETA COMPLETA ARANDANOS/ COD 11435;;20309
6-20-0-2703;ALIMENTOS JACKS DE CENTROAMERICA S.A;SNACKERS DIPPERS NATILLA Y CEBOLLA 175G/ COD 032615;;20310
6-0-0-1754;ALIMENTOS JACKS DE CENTROAMERICA S.A;SNAKERS PITA QUESO JALAP 175G/ COD 032208;;20737
4-4-0-2752;ALIMENTOS JACKS DE CENTROAMERICA S.A;4 PACKS PALITROKES SABOR ACEITE OLIVA/ COD 032623;;20808
4-1-0-5971;ALIMENTOS JACKS DE CENTROAMERICA S.A;prueba con solapa 47cm x 57;;20830
4-1-0-5969;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOLSA 3 PACK CEREALES 510G/ COD 33572;;20836
6-18-0-6082;ALIMENTOS JACKS DE CENTROAMERICA S.A;MEJITOS CHEDAR JALAPEÃ‘OS 300G/ COD 033242;;21424
6-20-0-6157;ALIMENTOS JACKS DE CENTROAMERICA S.A;MENEITOS CLASICOS 56G, 60 ANIVERSARIO;;21697
6-20-0-6159;ALIMENTOS JACKS DE CENTROAMERICA S.A;MENEITOS CLASICOS SIN PESO / 60 ANIVERSARIO;;21708
6-20-0-6158;ALIMENTOS JACKS DE CENTROAMERICA S.A;MENEITOS CLASICOS 115G / 60 ANIVERSARIO;;21709
6-20-0-6178;ALIMENTOS JACKS DE CENTROAMERICA S.A;BOB MENEITOS 175G / COD 031868 60 ANIVERSARIO;;21755
2-1-0-6230;ALIMENTOS JACKS DE CENTROAMERICA S.A;bolsa 10 pack/ cod 07156;;22045
6-20-0-6227;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES QUESO JALAPEÃ‘O SIN PESO 248 COD 33607;;22109
6-20-0-6228;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES QUESO JALAPEÃ‘O 100G / COD 33608;;22110
6-20-0-6229;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES QUESO JALAPEÃ‘O 200G / COD 33609;;22111
6-20-0-6264;ALIMENTOS JACKS DE CENTROAMERICA S.A;TWISTER ARDIENTE SIN PESO/ COD 010425;;22308
6-20-0-6503;ALIMENTOS JACKS DE CENTROAMERICA S.A;SORBETO CAJETA 22G/ COD 010385;;23355
6-20-0-1852;ALIMENTOS JACKS DE CENTROAMERICA S.A;CEREAL FUSION CHOKOS SIN PESO 235/  COD 11648;;23497
6-0-0-3452;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES DOS QUESOS 100G/ COD 032822;;23618
4-1-0-6679;ALIMENTOS JACKS DE CENTROAMERICA S.A;bolsa 3 pack familiar/ cod 11635;;24171
6-20-0-6699;ALIMENTOS JACKS DE CENTROAMERICA S.A;PALITROKES DOS QUESOS 100G/ COD 032822;;24216
6-20-0-6784;ALIMENTOS JACKS DE CENTROAMERICA S.A;SNACK MIX 3 350G/ COD 033724;;24782
6-20-0-7200;ALIMENTOS JACKS DE CENTROAMERICA S.A;prueba 1 poropoz;;26227
6-20-0-7201;ALIMENTOS JACKS DE CENTROAMERICA S.A;prueba 2 poropoz;;26228
6-20-0-7294;ALIMENTOS JACKS DE CENTROAMERICA S.A;MENEITOS CLASICOS SIN PESO / COD 103963;;26748
6-20-0-7297;ALIMENTOS JACKS DE CENTROAMERICA S.A;MENEITOS 115G / COD 019478;;26757
6-20-0-7520;ALIMENTOS JACKS DE CENTROAMERICA S.A;MENEITOS 56 G/ COD 19479;;27379
6-20-0-7957;ALIMENTOS JACKS DE CENTROAMERICA S.A;prueba 15/15;;28850
2-1-0-2299;ALIMENTOS LA ESPERANZA P V.S.A;"Bolsa Transparente 14&quot; X 20&quot; ";;11850
6-12-0-5227;ALIMENTOS LA ESPERANZA P V.S.A;Bolsa Chiverre en Conserva 500g ;;17415
2-1-0-7771;ALIMENTOS LA ESPERANZA P V.S.A;"Bolsa Transparente 14&quot; X 22&quot;";;28193
6-12-0-7772;ALIMENTOS LA ESPERANZA P V.S.A;Bolsa Chiverre en Conserva 1000g;;28329
2-0-0-480;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOLSA 51 X 89;;12395
2-0-0-705;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOLSA PROVEEDORA ;;12713
2-0-0-2930;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOLSA BASURA VERDE;;12744
3-0-0-2575;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOLSA JARDIN 92 X 134;;12758
4-4-0-7043;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;PRUEBA BOBINA EMPAQUE COCTEL FIESTA 16G/  SKU 12004383;;25702
4-4-0-7045;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;PRUEBA BOBINA EMPAQUE COCTEL FIESTA 16G/ SKU 12004808;;25703
4-4-0-7044;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;PRUEBA BOBINA COCTEL FIESTA 192G /CONTENE/ SKU 12004582;;25704
4-4-0-7655;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOBINA EMPAQUE PROMOCION CONTENEDORA CR/ COD 12004384;;27884
4-4-0-7656;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOBINA EMPAQUE PROMOCION PAQUETICOS 16g CR/ COD 12004383;;27887
4-4-0-7759;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOBINA EMPAQUE PROMOCION PAQ RD/ COD 12004808;;28202
4-4-0-7760;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOBINA EMPAQUE PROMOCION CONTENEDORA RD/  12COD 12004582;;28302
4-4-0-8058;ALIMENTOS LIGEROS DE CENTROAMERICA S.A.;BOBINA EMPAQUE PROMOCION PAQUETICOS 16g CR/ COD 12004383;;29239
2-1-0-2782;ALIMENTOS PROSALUD S.A ;TERMOENCOGIBLE TRANSPARENTE 60 CM- 2.00 MILS;;15220
2-1-0-2781;ALIMENTOS PROSALUD S.A ;TERMOENCOGIBLE TRANSPARENTE 70 CM- 2.00  MILS;;21495
6-27-0-3317;ALIMENTOS ZUÑIGA S.A;Tumbis PlÃ¡tano Verde 350g V5 (MP257);;12152
6-27-0-3981;ALIMENTOS ZUÑIGA S.A;LuLÃº PlatÃ¡no con Sal 350g V5 (MP287);;12345
6-27-0-3927;ALIMENTOS ZUÑIGA S.A;Raylicious Yuca con Sal 71g (MP273);;13117
6-27-0-3361;ALIMENTOS ZUÑIGA S.A;Tumbis PlÃ¡tano Maduro Costco 350g (MP251);;13463
6-46-0-4336;ALIMENTOS ZUÑIGA S.A;Bolsa MIX Dannys Roots 354g V1 (MP289 );;13564
6-27-0-4450;ALIMENTOS ZUÑIGA S.A;LulÃº PlÃ¡tano con Sal 454g (MP305);;14012
6-27-0-3365;ALIMENTOS ZUÑIGA S.A;Iselitas PlÃ¡tano con Sal 71g (MP272);;15327
6-27-0-4890;ALIMENTOS ZUÑIGA S.A;Tumbis PlÃ¡tano Verde con LimÃ³n y Sal 71g (MP049);;15700
6-27-0-4891;ALIMENTOS ZUÑIGA S.A;Fresh Market PlÃ¡tano Maduro 180g (MP327);;15744
6-27-0-4892;ALIMENTOS ZUÑIGA S.A;Fresh Market PlÃ¡tano Salado 180g (MP328);;15745
6-46-0-5023;ALIMENTOS ZUÑIGA S.A;Bolsa Natumix 500g (MP333);;16299
6-46-0-5171;ALIMENTOS ZUÑIGA S.A;Bolsa PlÃ¡tano Verde Sal 71g DIANA (MP344);;16944
6-46-0-5172;ALIMENTOS ZUÑIGA S.A;Bolsa PlÃ¡tano Verde Sal 150g DIANA (MP343);;16945
6-27-0-3183;ALIMENTOS ZUÑIGA S.A;Raylicious PlÃ¡tano Salado 71g (MP264);;18065
6-36-0-5484;ALIMENTOS ZUÑIGA S.A;Bolsa PlÃ¡tano Verde Sal 71g DIANA (MP344);;18560
6-36-0-5483;ALIMENTOS ZUÑIGA S.A;Bolsa PlÃ¡tano Verde Sal 150g DIANA (MP343);;18561
6-36-0-5508;ALIMENTOS ZUÑIGA S.A;Bolsa MIX Dannys Roots 354g V1 (MP289 );;18733
6-27-0-7011;ALIMENTOS ZUÑIGA S.A;Tumbis PlÃ¡tano Verde con LimÃ³n y Sal 71g (MP334);;25512
6-36-0-7928;ALIMENTOS ZUÑIGA S.A;Bolsa PlÃ¡tano Verde Sal 71g DIANA V2 (MP422);;28744
6-36-0-7929;ALIMENTOS ZUÑIGA S.A;Bolsa PlÃ¡tano Verde Sal 150g DIANA V2 (MP423);;28745
6-24-0-3616;ALSERRO S.A;BOLSA BI LAMINADA METALIZADA TIPO DOY PACK SIN ZIPPER;;12235
6-16-0-4169;ALSERRO S.A;BOLSA SELLO ESPALDA METALIZADA SIN IMPRESION  COD 502;;12846
6-16-0-2775;ALSERRO S.A;BOLSA CONDIMENTOS ALSERRO GENERICA IMPRESA COD ME-007;;14714
6-14-0-5218;ALSERRO S.A;BOLSA GENERICA DOY PACK  SIN IMPRESION COD ME 01.5;;17382
6-14-0-5633;ALSERRO S.A;BOLSA LAMINADA METALIZADA SELLO K SIN ZIPPER COD 2042;;19366
6-16-0-6930;ALSERRO S.A;BOLSA CONDIMENTOS ALSERRO GENERICA IMPRESA COD ME-007;;25050
6-16-0-7916;ALSERRO S.A;BOLSA CONDIMENTOS ALSERRO GENERICA IMPRESA COD ME-007;;28704
6-12-0-6213;ALTAMAR SEAFOOD;BOLSA DOY PACK MARISCOS PREMIUM ALTAMAR;;21939
2-4-0-3052;AMPO LIMITADA S.A.;Bolsa Transparente Bopp 25 X 35.5cm.;;13998
2-4-0-3051;AMPO LIMITADA S.A.;Bolsa Transparente Bopp 25 X 41cm.  ;;18504
4-2-0-472;ANDYMAR S.A;CINTA COLOR ROJO PELIGRO;;12229
4-2-0-1302;ANDYMAR S.A;CINTA PRECAUCIÃ“N AMARILLA. ROLLOS 1.2;;12927
6-27-0-6475;"ANGELUS S&amp;Z INVERSIONES SRL";BOLSA TORTILLAS TOSTADAS RAFELITAS 300 G  COD 0034;;23220
6-27-0-1336;ARNOLDO JOSE PEREZ ALEMAN;DÂ´La Granja 300g (Tajadas de Platano Verde);;12432
6-27-0-5020;ARNOLDO JOSE PEREZ ALEMAN;Economax 250g Tajadas de Platano Verde;;16401
6-27-0-5322;ARNOLDO JOSE PEREZ ALEMAN;DÂ´La Granja 150g Platano Premium ;;17889
6-27-0-7491;ARNOLDO JOSE PEREZ ALEMAN; ECONOMAX HOJUELAS DE PLATANO VERDE 250G;;27361
2-1-0-6750;ARTESANAL DEL ESTE M&L S.R.L;DOY PACK TRANSPARENTE LISO CON ZIPPER 16x26cm;;24483
4-1-0-3794;ASOCIACIÃ“N DE PRODUCCIÃ“N E INDUSTRIALIZACIÃ“N LACTEA;BOBINA IMPRESA  IMPRESA  TE MELOCOTON 200 CC;;12733
4-2-0-2998;ASOCIACIÃ“N DE PRODUCCIÃ“N E INDUSTRIALIZACIÃ“N LACTEA;BOBINA IMPRESA SABROSITO CHOCOLATE;;15451
4-2-0-3484;ASOCIACIÃ“N DE PRODUCCIÃ“N E INDUSTRIALIZACIÃ“N LACTEA;BOBINA IMPRESA SABROSITO FRESA;;15452
4-1-0-3793;ASOCIACIÃ“N DE PRODUCCIÃ“N E INDUSTRIALIZACIÃ“N LACTEA;BOBINA IMPRESA FRESCO BARRA 200CC;;15453
4-2-0-3485;ASOCIACIÃ“N DE PRODUCCIÃ“N E INDUSTRIALIZACIÃ“N LACTEA;BOBINA IMPRESA SABROSITO VAINILLA;;17429
2-1-0-6187;ASOCIACIÃ“N DE PRODUCCIÃ“N E INDUSTRIALIZACIÃ“N LACTEA;BOBINA TRANSPARENTE LISA  23.5 X 2.5;;21761
2-1-0-4938;ASOCIACION ROBLE ALTO PRO BIENESTAR DEL NIÃ‘O;101320 - Bolsa Transparente P/Tinas Perforada Cruz 57 x 80cm ;;15867
2-1-0-4939;ASOCIACION ROBLE ALTO PRO BIENESTAR DEL NIÃ‘O;101322 - Bolsa Transparente 43 x 65cm.;;15895
2-1-0-4973;ASOCIACION ROBLE ALTO PRO BIENESTAR DEL NIÃ‘O;100060 - Bolsa Transparente Para Tinas Perforada Cruz 51 x 83cm;;16025
2-1-0-5333;ASOCIACION ROBLE ALTO PRO BIENESTAR DEL NIÃ‘O;"100072 - Bolsa Transparente 10&quot; x 20&quot; ";;17891
2-2-0-5334;ASOCIACION ROBLE ALTO PRO BIENESTAR DEL NIÃ‘O;100059 - Bolsa Pigmentada Azul Tenue 51 x 83cm;;17892
6-12-0-6543;AUTO DELI, S.A.; BOLSA LAMINADA LISA PET +PE CON ZIPPER ME;;23335
2-12-0-7128;AUTO DELI, S.A.; BOLSA LAMINADA LISA PET +PE CON ZIPPER ME;;26012
6-12-0-5522;AUTOMERCADO S.A ;BOLSA GENERICA 600 G CON ZIP.V1-CJ900PZ;;18793
6-12-0-5523;AUTOMERCADO S.A ;BOLSA GENERICA 1300G CON ZIP.V1-CJ700PZ;;18794
6-12-0-6172;AUTOMERCADO S.A ;Prueba Xenia Automercado Pan selecciÃ³n auto.;;21728
6-12-0-6446;AUTOMERCADO S.A ;BOLSA  GENERICA PAN ;;23075
6-38-0-6143;AVICOLA GAP S.A.;Bolsa Tri Care 10 Kg;;21518
6-38-0-6142;AVICOLA GAP S.A.;Bolsa Trio Care 5 Kilogramos ;;21522
6-38-0-6141;AVICOLA GAP S.A.;Bolsa Trio Care 2 Kilogramos ;;21523
6-12-0-6262;AVICOLA GAP S.A.;Bolsa Sello K sin ImpresiÃ³n 130 mm x 145 mm + 35 x 131 micras;;22096
6-38-0-6412;AVICOLA GAP S.A.;Tri Can Plus 14.97 Kg;;22828
6-38-0-6410;AVICOLA GAP S.A.;Trio Can Plus 2 Kg;;22829
6-38-0-6411;AVICOLA GAP S.A.;Trio Can Plus 4 Kg;;22830
6-13-0-6450;AVICOLA GAP S.A.;Tri Can Plus 14.97 Kg;;22951
6-38-0-6479;AVICOLA GAP S.A.;Trio Can Cachorro 2 Kg;;23086
6-38-0-6480;AVICOLA GAP S.A.;Trio Can Cachorro 4 kg;;23087
6-13-0-6481;AVICOLA GAP S.A.;Trio Can Cachorro 14.97 Kg ;;23088
2-1-0-5178;AVICOLA MARILU JLM S.A.;BOLSA PE TRANSPARENTE 17 X 25 PARA POLLO .;;17078
2-1-0-5177;AVICOLA MARILU JLM S.A.;BOLSA  PE TRANSPARENTE  SIN PERFORAR  PARA TINAS;;17079
2-1-0-5477;AVICOLA MARILU JLM S.A.;BOLSA  PE TRANSPARENTE 14 X 20 PARA POLLO;;18567
6-0-0-4178;AZUCARERA EL VIEJO S.A.;BOLSA DOY PACK CON CIERRE JUGO DE CAÑA AZALU 454 GRAMOS COD BARRAS 7443032 810033;;12865
6-24-0-5100;AZUCARERA EL VIEJO S.A.;BOLSA DOY PACK CON CIERRE JUGO DE CAÑA AZALU 454 GRAMOS COD BARRAS 7443032 810033;;16636
6-14-0-3849;BALTIMORE SPICE CENTRAL AMERICA SOCIEDAD ANONIMA;BOLSA 21 X 26.4CM;;12295
6-15-0-2074;BALTIMORE SPICE CENTRAL AMERICA SOCIEDAD ANONIMA;BOLSA 31.4 X 52;;12570
6-45-0-2234;BALTIMORE SPICE CENTRAL AMERICA SOCIEDAD ANONIMA;bolsa 15 x 25 cm;;13580
6-12-0-1802;BALTIMORE SPICE CENTRAL AMERICA SOCIEDAD ANONIMA;BOLSA LAMINADA 15 X 20.3;;15775
4-1-0-3911;BANANERA EL ESFUERZO S.A ;"BOLSA IMPRESA RIPEN &amp; READY 2021";;11924
5-1-0-4061;BANANERA EL ESFUERZO S.A ;bolsa transparente ready;;12109
5-1-0-4679;BANANERA EL ESFUERZO S.A ;BOLSA BANAVAC LD 40.5*48.5*0.8;;14855
5-10-0-4742;BANANERA EL ESFUERZO S.A ;BANAVACK BD 38.5*50*1.2;;15224
5-1-0-4748;BANANERA EL ESFUERZO S.A ;BOLSA LISA BANAVACK BD 38.5*50*1.2;;15225
5-3-0-5491;BANANERA EL ESFUERZO S.A ;BANAVAC HD 38.5*49*0.8;;18569
4-1-0-5554;BANANERA EL ESFUERZO S.A ;BOLSA IMPRESA VERDE BANANAS;;18991
4-1-0-6257;BANANERA EL ESFUERZO S.A ;BOLSA IMPRESA OAKLANDS AMARILLA;;22115
4-1-0-7626;BANANERA EL ESFUERZO S.A ;Bolsa impresa JNF Fox Sons;;27736
5-1-0-4078;BANANERA SIQUIRRES S.A;BOLSA TRANSPARENTE 12*16;;12147
5-1-0-4877;BANANERA SIQUIRRES S.A;BANAVAC BD 40*40*1.5;;15626
5-1-0-5161;BANANERA SIQUIRRES S.A;BOLSA TRANSPARENTE 12*16;;16891
5-1-0-5210;BANANERA SIQUIRRES S.A;BANAVAC 40.5*48*1.5;;17300
2-1-0-473;BEBIDAS Y CONGELADOS DEL TROPICO S.A;BOLSA TRANS 61 X 110 CM;;11969
4-1-0-4018;BEBIDAS Y CONGELADOS DEL TROPICO S.A;BOLSA SABEMAS 4KG;;12006
4-1-0-4019;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa IGLOO 4 k;;12007
4-1-0-4020;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa 10k Igloo;;12008
4-1-0-4021;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Medalla Oro 3k;;12009
4-1-0-4022;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Medalla Oro 5k;;12010
2-1-0-474;BEBIDAS Y CONGELADOS DEL TROPICO S.A;BOLSA TRASN 22 X 31 PULG;;12360
4-1-0-4006;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa Igloo 2.5 k IGLOO ;;12760
4-1-0-4004;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa Sabemas 2.5K ;;12762
4-1-0-3015;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa IGLOO 8 k;;12763
4-1-0-4331;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa IGLOO 8 k;;13632
2-1-0-1722;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa 5K trans Igloo;;16560
4-1-0-4005;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Bolsa Sabemas 10k ;;16864
4-1-0-6439;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Montelimar 2.5kg (Peri);;23044
4-1-0-6438;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Montelimar 4kg (Peri);;23045
4-1-0-6460;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Auto Mercado 5k;;23078
4-1-0-6462;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Auto Mercado 2.5k;;23083
4-1-0-6570;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Auto Mercado 5k;;23559
4-1-0-6571;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Auto Mercado 2.5k;;23560
4-1-0-7905;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Auto Mercado 5k;;28666
4-1-0-7906;BEBIDAS Y CONGELADOS DEL TROPICO S.A;Auto Mercado 2.5k;;28673
6-0-0-1807;BELINA IMPORTACIONES E INNOVACIONES DOS MIL S.A.;BALANCE SENIOR DOG 2 KG;;12067
6-0-0-972;BELINA IMPORTACIONES E INNOVACIONES DOS MIL S.A.;BOBINA CUCU PERICO;;12110
2-0-0-2799;BELINA IMPORTACIONES E INNOVACIONES DOS MIL S.A.;BOLSA GATO 400 LISA;;12114
6-15-0-1298;BELINA IMPORTACIONES E INNOVACIONES DOS MIL S.A.;BOLSA GATO GOURMET 1.59KG;;13625
2-0-0-482;BELINA NUTRICION ANIMAL SOCIEDAD ANONIMA;BOLSA 52 X 64;;12302
4-1-0-2759;BIMBO COSTA RICA S.A;PAN OROWEAT MULTIGRANO 680 GRS  B-930422 COD BARRAS 7441029520712;;11885
4-1-0-2758;BIMBO COSTA RICA S.A;PAN OROWEAT AVENA 680 GRS  B-930421  COD BARRAS 744 1029520705;;11886
6-17-0-2652;BIMBO COSTA RICA S.A;BOBINA BIMBOJALDRES DULCE DE LECHE 60 GRS  COD B 42900;;11887
6-17-0-3078;BIMBO COSTA RICA S.A;BOBINA BIOJALDRES CHOCOLATE 60 GRS COD  B 42899;;11888
6-18-0-2772;BIMBO COSTA RICA S.A;BOBINA GALLETA DE ARROZ INTEGRAL  COD B912304;;11889
4-1-0-3734;BIMBO COSTA RICA S.A;BOLSA PAN ARTESANO INTEGRAL 535 GRS COD  B 40462 version 3;;11890
2-1-0-4007;BIMBO COSTA RICA S.A;MUESTRA FIGATZA 345 GRS  REDUCCION EMPAQUE.;;11993
6-18-0-3381;BIMBO COSTA RICA S.A;BOBINA SALMAS 18 GRS 3 UNIDADES  BCO   COD B 42128;;12089
4-1-0-2760;BIMBO COSTA RICA S.A;PAN OROWEAT 12 GRANOS  B 930423 COD DE BARRAS 744 1029 520682;;12369
4-1-0-2363;BIMBO COSTA RICA S.A;BOLSA PAN INTEGRAL MULTIGRANO 1 PZ 540 G BIMBO MANTELITO  COD B6749;;12370
6-12-0-4124;BIMBO COSTA RICA S.A;MUESTRA TORTILLAS RAPIDITAS BURRITOS.;;12535
6-12-0-4125;BIMBO COSTA RICA S.A;MUESTRA  TORTILLAS 20 UDS RAPIDITAS;;12536
6-27-0-4123;BIMBO COSTA RICA S.A;MUESTRA BOLSA 6 PACK MIOLIDO    ;;12537
6-18-0-4143;BIMBO COSTA RICA S.A;BOBINA GALLETA DE ARROZ INTEGRAL  COD B912304;;12577
6-18-0-4142;BIMBO COSTA RICA S.A;BOBINA GALLETA DE ARROZ QUINUA Y SAL  COD B912305;;12578
6-20-0-3756;BIMBO COSTA RICA S.A;BOBINA LAMINADA MR. BROWN CHOCOLATE 55 GRS COD 19182;;12624
6-12-0-4197;BIMBO COSTA RICA S.A;MUESTRA  TORTILLAS 20 UDS RAPIDITAS;;12881
6-12-0-4196;BIMBO COSTA RICA S.A;MUESTRA TORTILLAS RAPIDITAS BURRITOS.;;12883
6-27-0-4152;BIMBO COSTA RICA S.A;MUESTRA PANQUE ARTESANO BOBINA;;13024
6-18-0-4248;BIMBO COSTA RICA S.A;BOBINA SALMAS 18 GRS 3 UNIDADES  BCO   COD B 42128;;13204
6-10-0-2172;BIMBO COSTA RICA S.A;BOLSA BIGOTES DULCE DE LECHE 4 PZ 240 G BIMBO  COD  B926352;;13277
4-1-0-3195;BIMBO COSTA RICA S.A;TORTILLA FIGATZA 3 PIEZAS FULL COLOR  COD B 10367;;13287
4-1-0-4286;BIMBO COSTA RICA S.A;BOLSA PAN ARTESANO INTEGRAL 535 GRS COD  B 40462 versiÃ³n 4;;13341
2-1-0-4247;BIMBO COSTA RICA S.A;MUESTRA  PAN MINI PITA HORIZONTAL;;13366
4-1-0-2135;BIMBO COSTA RICA S.A;BOLSA POLIETILENO PAN BLANCO 1 PZ 720 G BIMBO COD B38405;;13368
6-27-0-4311;BIMBO COSTA RICA S.A;BOBINA PANQUESITOS GOTITAS DE CHOCOLATE 60 G COD 1125;;13508
4-1-0-2133;BIMBO COSTA RICA S.A;BOLSA POLIETILENO PAN BLANCO 1PZ 560 G BIMBO COD B38406;;13639
6-20-0-3757;BIMBO COSTA RICA S.A;BOBINA  MR. BROWN DULCE DE LECHE 60 GRS COD 19183;;13641
6-27-0-4360;BIMBO COSTA RICA S.A;MUESTRA PANQUE ARTESANO BOBINA;;13815
2-1-0-4350;BIMBO COSTA RICA S.A;MUESTRA PAN PITA MINI THIMS CON ZIPPER.;;13816
6-12-0-4411;BIMBO COSTA RICA S.A;MUESTRA TORTILLA RAPIDITAS BURRITOS 5 PZ 250 G COD B 6623;;13912
6-12-0-4410;BIMBO COSTA RICA S.A;MUESTRA PAPIDITAS WRAPS 5  PZ 320 GRS  COD B 16675 Y B 19997;;13927
6-12-0-4412;BIMBO COSTA RICA S.A;MUESTRA  BOLSA TORTILLINAS 4 PACK 1000 GRS COD B 15698;;13961
4-1-0-4487;BIMBO COSTA RICA S.A;BOLSA POLIETILENO PAN BLANCO 1 PZ 720 G BIMBO MANTELITO COD B38405;;14183
4-1-0-4488;BIMBO COSTA RICA S.A;BOLSA POLIETILENO PAN BLANCO 1PZ 560 G BIMBO MANTELITO  COD B38406;;14184
6-12-0-4634;BIMBO COSTA RICA S.A;MUESTRA TORTILLA WRAPS 10 UNIDADES RAPIDITAS;;14957
6-27-0-4635;BIMBO COSTA RICA S.A;MUESTRA BOBINA ARROLLADO BETA LAMINADO;;14959
6-27-0-4636;BIMBO COSTA RICA S.A;MUESTRA  BOBINA  ARROLLADO ALFA ;;14960
